,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,281.0,8,800,522329352,1,286.0,8,800,1419949088,1,262.0,8,800,1070371199,1,370.0,8,800,-243037462,1
1,293.0,8,800,-1757631859,1,294.0,8,800,1729681963,1,343.0,8,800,750640645,1,274.0,8,800,-95080658,1
2,345.0,8,800,-1317645962,1,282.0,8,800,68529950,1,285.0,8,800,-541638598,1,254.0,8,800,-66904379,1
3,271.0,8,800,-1821897053,1,319.0,8,800,-537099346,1,285.0,8,800,1996246974,1,256.0,8,800,-267944825,1
4,391.0,8,800,998874972,1,254.0,8,800,2133203016,1,255.0,8,800,-52421202,1,259.0,8,800,121483569,1
5,255.0,8,800,1486879891,1,262.0,8,800,-1637667670,1,290.0,8,800,-868587598,1,268.0,8,800,312187123,1
6,302.0,8,800,-1769252028,1,506.0,8,800,29577878,1,260.0,8,800,-464728878,1,255.0,8,800,1175755160,1
7,308.0,8,800,-1839145634,1,328.0,8,800,-718369068,1,386.0,8,800,-2030851551,1,243.0,8,800,-1062089213,1
8,250.0,8,800,-150335382,1,501.0,8,800,123123030,1,266.0,8,800,-2093605789,1,208.0,8,800,-496582578,1
9,431.0,8,800,-2102817666,1,264.0,8,800,262148171,1,299.0,8,800,711635904,1,433.0,8,800,697609097,1
10,298.0,8,800,2114221167,1,273.0,8,800,1412972628,1,267.0,8,800,-795130231,1,382.0,8,800,-2106724824,1
11,316.0,8,800,-449147389,1,292.0,8,800,1283094900,1,493.0,8,800,-1902828407,1,411.0,8,800,319481683,1
12,320.0,8,800,-109326022,1,293.0,8,800,-478852717,1,295.0,8,800,115962347,1,261.0,8,800,-1367894813,1
13,259.0,8,800,31666263,1,314.0,8,800,813701781,1,306.0,8,800,-756795941,1,337.0,8,800,2025917961,1
14,282.0,8,800,-983602273,1,294.0,8,800,638941111,1,300.0,8,800,1916857143,1,315.0,8,800,1978919807,1
15,328.0,8,800,1750578456,1,306.0,8,800,2134678960,1,274.0,8,800,-359657324,1,264.0,8,800,-1129404553,1
16,258.0,8,800,1921517912,1,327.0,8,800,1050979537,1,257.0,8,800,768123905,1,440.0,8,800,294135577,1
17,311.0,8,800,-1020218658,1,281.0,8,800,147722525,1,336.0,8,800,-788142361,1,254.0,8,800,-690756548,1
18,250.0,8,800,1689241002,1,295.0,8,800,1699405577,1,326.0,8,800,-604701717,1,298.0,8,800,155875945,1
19,297.0,8,800,-624348482,1,500.0,8,800,1252338535,1,275.0,8,800,-110533174,1,402.0,8,800,1813852076,1
20,250.0,8,800,-1369093631,1,318.0,8,800,-1851446231,1,291.0,8,800,982028748,1,391.0,8,800,875530618,1
21,317.0,8,800,92454296,1,300.0,8,800,-447454170,1,256.0,8,800,-2003598574,1,311.0,8,800,1000987472,1
22,319.0,8,800,-43785787,1,327.0,8,800,-1555985360,1,285.0,8,800,-1882009972,1,257.0,8,800,-1286381784,1
23,319.0,8,800,2023649348,1,251.0,8,800,-322858729,1,315.0,8,800,56474761,1,208.0,8,800,-1566136162,1
24,257.0,8,800,196164368,1,495.0,8,800,1094537959,1,266.0,8,800,424333603,1,332.0,8,800,-1864582194,1
25,313.0,8,800,1754752304,1,270.0,8,800,-1173420874,1,326.0,8,800,-671567162,1,318.0,8,800,905245231,1
26,313.0,8,800,1191474792,1,356.0,8,800,-248330245,1,295.0,8,800,32868099,1,351.0,8,800,-250976563,1
27,310.0,8,800,2136796962,1,273.0,8,800,786756503,1,236.0,8,800,352053551,1,315.0,8,800,-1315004360,1
28,260.0,8,800,823478298,1,337.0,8,800,-700330078,1,316.0,8,800,-952423658,1,670.0,8,800,-314274681,1
29,313.0,8,800,1804010373,1,345.0,8,800,1918938798,1,296.0,8,800,-1785113723,1,318.0,8,800,380438521,1
30,320.0,8,800,-1560504568,1,297.0,8,800,788039863,1,260.0,8,800,2010880876,1,255.0,8,800,958887206,1
31,312.0,8,800,1381573561,1,280.0,8,800,-782174425,1,312.0,8,800,-1821064360,1,413.0,8,800,1129100230,1
32,306.0,8,800,-1049739752,1,296.0,8,800,-116377196,1,455.0,8,800,369724172,1,251.0,8,800,-762656899,1
33,279.0,8,800,-1178197153,1,297.0,8,800,57286220,1,265.0,8,800,1965030153,1,325.0,8,800,-1447692980,1
34,252.0,8,800,683217610,1,488.0,8,800,-1754407901,1,367.0,8,800,-1589388063,1,404.0,8,800,1036551983,1
35,269.0,8,800,-565050694,1,499.0,8,800,680258524,1,278.0,8,800,-1069166568,1,268.0,8,800,-1252895760,1
36,288.0,8,800,-525266920,1,270.0,8,800,2062697440,1,268.0,8,800,1230389354,1,412.0,8,800,1038426430,1
37,265.0,8,800,-998205400,1,745.0,8,800,-484735594,1,301.0,8,800,-1216156185,1,257.0,8,800,874779100,1
38,253.0,8,800,-1167832493,1,294.0,8,800,-158800582,1,227.0,8,800,-1660898722,1,251.0,8,800,-997259906,1
39,256.0,8,800,753594714,1,321.0,8,800,-780967424,1,299.0,8,800,2047060131,1,410.0,8,800,-1261685655,1
40,262.0,8,800,-1622488486,1,265.0,8,800,-273735567,1,310.0,8,800,1764607471,1,302.0,8,800,969968019,1
41,326.0,8,800,1402937259,1,317.0,8,800,1999586009,1,261.0,8,800,969709909,1,224.0,8,800,-973937795,1
42,207.0,8,800,149588081,1,410.0,8,800,1753513100,1,324.0,8,800,2271192,1,258.0,8,800,1016645822,1
