,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-264902521,800,1,8,506.0,23,0,249.0,29,5,253.0,31,0,301.0,32,7
1,-660832773,800,1,8,515.0,24,0,252.0,19,7,260.0,25,0,250.0,21,4
2,1700886067,800,1,8,537.0,22,0,261.0,21,5,313.0,19,0,312.0,18,5
3,-1688081592,800,1,8,280.0,23,0,373.0,26,10,283.0,27,0,278.0,27,8
4,560332064,800,1,8,453.0,25,0,249.0,22,3,329.0,21,0,265.0,25,6
5,-1122833948,800,1,8,491.0,9,0,294.0,15,13,259.0,19,0,318.0,15,14
6,-968438957,800,1,8,313.0,15,0,262.0,22,5,269.0,21,0,264.0,20,5
7,2119070066,800,1,8,489.0,21,0,255.0,15,12,271.0,15,0,375.0,20,15
8,-709272124,800,1,8,271.0,49,0,255.0,30,2,274.0,30,0,274.0,30,0
9,109965403,800,1,8,256.0,25,0,224.0,26,12,347.0,29,0,258.0,24,8
10,-1223210084,800,1,8,378.0,25,0,280.0,34,6,257.0,37,0,252.0,38,7
11,-1769701818,800,1,8,521.0,18,0,334.0,13,5,447.0,13,0,259.0,13,8
12,-194712501,800,1,8,316.0,25,0,261.0,15,7,311.0,16,0,289.0,12,8
13,-196621135,800,1,8,276.0,17,0,219.0,18,5,334.0,18,0,258.0,18,5
14,-947890727,800,1,8,319.0,33,0,292.0,10,16,318.0,9,0,264.0,10,11
15,354156154,800,1,8,310.0,28,0,256.0,23,6,231.0,22,0,257.0,21,9
16,-1118737039,800,1,8,312.0,26,0,327.0,31,8,496.0,31,0,311.0,31,6
17,1879881556,800,1,8,405.0,21,0,311.0,19,8,261.0,18,0,261.0,20,11
18,-1119063428,800,1,8,510.0,18,0,297.0,16,9,219.0,13,0,257.0,16,10
19,-508097118,800,1,8,261.0,37,0,255.0,24,11,264.0,25,0,307.0,20,11
20,825130880,800,1,8,296.0,31,0,213.0,26,8,306.0,23,0,252.0,32,6
21,213449268,800,1,8,377.0,20,0,258.0,21,9,273.0,21,0,372.0,19,11
22,-1008292811,800,1,8,267.0,21,0,312.0,14,9,259.0,16,0,265.0,17,6
23,-598585496,800,1,8,335.0,24,0,320.0,24,7,314.0,24,0,334.0,25,6
24,-678181499,800,1,8,490.0,22,0,378.0,35,8,395.0,31,0,280.0,30,11
25,18121903,800,1,8,321.0,27,0,252.0,25,6,302.0,27,0,212.0,26,4
26,293618874,800,1,8,292.0,15,0,285.0,18,12,323.0,18,0,272.0,19,11
27,1311561071,800,1,8,280.0,30,0,339.0,19,8,342.0,21,0,264.0,19,7
28,634204765,800,1,8,519.0,20,0,256.0,35,7,322.0,37,0,317.0,36,9
29,883116059,800,1,8,272.0,33,0,352.0,17,4,321.0,17,0,352.0,18,7
30,1701661614,800,1,8,319.0,25,0,256.0,20,16,263.0,21,0,310.0,21,8
31,1601896122,800,1,8,277.0,10,0,297.0,31,6,341.0,25,0,262.0,25,17
32,1022197668,800,1,8,318.0,18,0,258.0,14,6,283.0,21,0,255.0,22,10
33,-1937265581,800,1,8,283.0,18,0,317.0,14,11,342.0,14,0,312.0,14,8
34,-305935601,800,1,8,486.0,14,0,219.0,34,7,278.0,33,0,311.0,37,3
35,-1732550691,800,1,8,309.0,32,0,319.0,23,7,262.0,21,0,269.0,23,5
36,-721597610,800,1,8,264.0,25,0,245.0,26,4,322.0,22,0,248.0,23,9
37,-949987415,800,1,8,496.0,33,0,262.0,22,7,516.0,22,0,364.0,23,9
38,685420252,800,1,8,289.0,11,0,329.0,30,6,314.0,30,0,323.0,26,10
39,-1826764138,800,1,8,495.0,33,0,250.0,21,11,358.0,24,0,258.0,23,12
40,-208779184,800,1,8,262.0,26,0,482.0,34,6,276.0,35,0,275.0,31,6
41,1952418188,800,1,8,738.0,16,0,260.0,22,6,278.0,14,0,256.0,16,5
42,1100988165,800,1,8,307.0,19,0,258.0,32,7,293.0,25,0,266.0,25,12
43,2024811973,800,1,8,734.0,29,0,262.0,23,6,240.0,27,0,272.0,21,9
44,1585742193,800,1,8,270.0,22,0,255.0,29,13,258.0,29,0,260.0,27,7
45,-133584363,800,1,8,502.0,30,0,293.0,17,9,284.0,16,0,286.0,18,12
46,-397837465,800,1,8,308.0,17,0,276.0,14,4,262.0,11,0,207.0,13,4
47,-134434729,800,1,8,279.0,20,0,262.0,20,3,370.0,21,0,303.0,21,3
48,1604164697,800,1,8,323.0,20,0,261.0,21,2,259.0,22,0,266.0,21,2
49,611552881,800,1,8,308.0,28,0,278.0,14,11,372.0,17,0,259.0,16,7
