,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,263.0,8,800,-642876103,1,523.0,8,800,1397950065,1,312.0,8,800,-1283670344,1,485.0,8,800,-2007655097,1
1,266.0,8,800,-755836319,1,568.0,8,800,-1930370052,1,283.0,8,800,996206604,1,487.0,8,800,2101419236,1
2,307.0,8,800,834001459,1,320.0,8,800,1617037274,1,869.0,8,800,302771466,1,374.0,8,800,-1137068551,1
3,254.0,8,800,-1781587708,1,480.0,8,800,-692845395,1,315.0,8,800,-2023146214,1,257.0,8,800,-77622787,1
4,303.0,8,800,-358166725,1,291.0,8,800,-82909310,1,475.0,8,800,2003346149,1,323.0,8,800,750767859,1
5,268.0,8,800,-448672874,1,426.0,8,800,-1909025893,1,889.0,8,800,-1446797920,1,292.0,8,800,17000646,1
6,251.0,8,800,1728937389,1,1022.0,8,800,2109054520,1,318.0,8,800,-110828444,1,337.0,8,800,-699467006,1
7,309.0,8,800,-886504155,1,288.0,8,800,1444347122,1,476.0,8,800,1331897645,1,504.0,8,800,-1349310017,1
8,227.0,8,800,1273591551,1,476.0,8,800,2107121513,1,376.0,8,800,-1852141361,1,250.0,8,800,571071854,1
9,223.0,8,800,1809485862,1,321.0,8,800,-824706256,1,361.0,8,800,210284840,1,300.0,8,800,672945330,1
10,208.0,8,800,-660258720,1,1247.0,8,800,976764230,1,489.0,8,800,1406904629,1,253.0,8,800,-1594872824,1
11,276.0,8,800,-402129782,1,315.0,8,800,1710736198,1,261.0,8,800,-1141795591,1,440.0,8,800,2066696984,1
12,315.0,8,800,-463021686,1,707.0,8,800,-387933253,1,382.0,8,800,-723212038,1,486.0,8,800,416897983,1
13,367.0,8,800,1465078003,1,1002.0,8,800,340164885,1,296.0,8,800,633009385,1,497.0,8,800,-345373964,1
14,252.0,8,800,1707808244,1,891.0,8,800,1570616149,1,357.0,8,800,2019369224,1,254.0,8,800,-669342252,1
15,311.0,8,800,-1819481013,1,408.0,8,800,-1538753474,1,324.0,8,800,925942152,1,251.0,8,800,1947343396,1
16,481.0,8,800,-356784820,1,287.0,8,800,1375982401,1,290.0,8,800,-2011551843,1,218.0,8,800,694436467,1
17,289.0,8,800,-1232107104,1,1070.0,8,800,335796597,1,311.0,8,800,2136918452,1,371.0,8,800,-2121158905,1
18,252.0,8,800,-842232941,1,534.0,8,800,272110077,1,317.0,8,800,-1698946096,1,257.0,8,800,210230083,1
19,569.0,8,800,-2146167590,1,302.0,8,800,1247286464,1,377.0,8,800,116518929,1,450.0,8,800,394466338,1
20,251.0,8,800,354704014,1,285.0,8,800,1305438208,1,883.0,8,800,-78608144,1,237.0,8,800,735027281,1
21,470.0,8,800,526889205,1,951.0,8,800,242505713,1,269.0,8,800,1955948113,1,322.0,8,800,190701380,1
22,472.0,8,800,1208258237,1,302.0,8,800,440871618,1,274.0,8,800,2073069331,1,279.0,8,800,836527154,1
23,270.0,8,800,-1153153662,1,308.0,8,800,1773932874,1,317.0,8,800,2107837138,1,466.0,8,800,155232437,1
24,253.0,8,800,1746118027,1,310.0,8,800,907947525,1,711.0,8,800,1401050006,1,498.0,8,800,504508598,1
25,568.0,8,800,840155057,1,304.0,8,800,1845708162,1,663.0,8,800,314777128,1,348.0,8,800,513128672,1
26,222.0,8,800,-1796005038,1,301.0,8,800,1039762641,1,256.0,8,800,-1736458880,1,358.0,8,800,1925966140,1
27,377.0,8,800,231141958,1,923.0,8,800,1567110395,1,567.0,8,800,-1414145080,1,503.0,8,800,-1390790288,1
28,256.0,8,800,-1128103565,1,322.0,8,800,-664460602,1,1092.0,8,800,775312641,1,262.0,8,800,1215028971,1
29,310.0,8,800,97440755,1,297.0,8,800,-513139913,1,299.0,8,800,811907508,1,486.0,8,800,-124871541,1
30,258.0,8,800,666397439,1,356.0,8,800,1758889566,1,320.0,8,800,1117779110,1,317.0,8,800,-813384940,1
31,303.0,8,800,353841438,1,313.0,8,800,1313395577,1,256.0,8,800,-524419272,1,323.0,8,800,2110042540,1
32,309.0,8,800,1810866006,1,309.0,8,800,1385895926,1,310.0,8,800,-1322563961,1,483.0,8,800,984803700,1
33,255.0,8,800,2052785274,1,781.0,8,800,1917431881,1,310.0,8,800,-1699185229,1,253.0,8,800,-241001386,1
34,209.0,8,800,-1402313417,1,297.0,8,800,1548078588,1,448.0,8,800,1416268773,1,313.0,8,800,1049092418,1
35,306.0,8,800,735817240,1,314.0,8,800,-19197955,1,285.0,8,800,1822505148,1,286.0,8,800,1438196552,1
36,250.0,8,800,638238404,1,334.0,8,800,-913515134,1,294.0,8,800,-1721687757,1,501.0,8,800,2030850505,1
37,203.0,8,800,1845552592,1,286.0,8,800,-100823396,1,312.0,8,800,-888361345,1,235.0,8,800,-897801689,1
38,257.0,8,800,1387083515,1,301.0,8,800,-741304519,1,332.0,8,800,-51223727,1,246.0,8,800,-477643412,1
39,257.0,8,800,-1897053057,1,752.0,8,800,-1947352603,1,345.0,8,800,-747970513,1,347.0,8,800,1826863631,1
40,234.0,8,800,-2089732018,1,372.0,8,800,1822585169,1,282.0,8,800,1102719105,1,478.0,8,800,-1030602338,1
41,484.0,8,800,-661941202,1,298.0,8,800,-1140295704,1,262.0,8,800,-1403011293,1,213.0,8,800,-813889850,1
42,266.0,8,800,-1149799164,1,325.0,8,800,-385137919,1,298.0,8,800,-2113530347,1,378.0,8,800,1537215505,1
43,319.0,8,800,-108643020,1,318.0,8,800,1601002159,1,580.0,8,800,1555099589,1,254.0,8,800,-608043108,1
44,274.0,8,800,953864417,1,311.0,8,800,291931326,1,327.0,8,800,-2134658901,1,251.0,8,800,1768169639,1
45,293.0,8,800,-467366466,1,502.0,8,800,1279205587,1,302.0,8,800,1627668489,1,440.0,8,800,-1329219312,1
46,322.0,8,800,2060644773,1,306.0,8,800,493876315,1,301.0,8,800,-1862337087,1,255.0,8,800,-192451194,1
47,207.0,8,800,1458888054,1,585.0,8,800,2000754833,1,299.0,8,800,-1144042727,1,475.0,8,800,-1722214889,1
48,270.0,8,800,-977606503,1,937.0,8,800,-635285595,1,335.0,8,800,-1494405482,1,397.0,8,800,-819594973,1
49,218.0,8,800,-894434645,1,432.0,8,800,114128947,1,277.0,8,800,1872041387,1,467.0,8,800,-608087375,1
